hotel_name,location,points,visitors,picture,comment
西安大都荟套房假日酒店,"雁塔区, 西安",6.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/491514236.jpg?k=e0b4b09b4f681f959f91ea44119d006fb8b9af64bdf80e8a98614223c7d654d6&o=,西安大都荟套房假日酒店坐落于西安，距离鼓楼有不到7.6公里，配备礼宾服务、禁烟客房、健身中心、免费WiFi以及餐厅。这家住宿距离钟楼有7.9公里，距离大雁塔有8公里，距离西安城墙有11公里。住宿为客人提供客房服务和24小时前台。 这家酒店为客人提供空调客房，配有书桌、电热水壶、保险箱、电视以及带淋浴设施的私人浴室。部分客房还享有带冰箱、烤箱和迷你吧的厨房。所有客房均拥有衣柜。...
西安市雁塔区·陕西历史博物馆·路客精品公寓·00122350,"雁塔区, 西安",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/167186640.jpg?k=a31043e3000095c4b07e9496ae1dfe92a52938f1925114d2f3ebbecf3e1e7be8&o=,暂无介绍
西安浐灞喜来登酒店,"灞桥, 西安",9.5,17条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/469617155.jpg?k=d96a16694802d115924920ca00394ab1317ad29347e68c322144837617b13ed1&o=,暂无介绍
锦江之星西安会展中心丈八东路酒店,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/110017950.jpg?k=fb361fa1ccb3c73405350d06a8ca6602a90c01f51a2dd97a1bdb6520e903ae35&o=,锦江之星西安会展中心丈八东路酒店位于西安，设有客房以及一间内部餐厅。 所有客房均设有平板电视、 水壶、带淋浴的私人浴室、拖鞋、免费洗浴用品以及吹风机。 锦江之星西安会展中心丈八东路酒店设有24小时前台。 锦江之星西安会展中心丈八东路酒店距离大雁塔3.9公里，距离西安古城墙6公里，距离西安咸阳国际机场32公里。
凡间客栈（西安钟楼回民街店),"莲湖区, 西安",9.0,76条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/464266213.jpg?k=e08b301487bd9c630cb0e486d299a0a97c2cebabe3f20429dd5699e6cc8e2379&o=,凡间客栈（西安钟楼回民街店)位于西安中心，距离西安城墙有2.7公里，提供空调客房和免费WiFi。这家住宿距离鼓楼约有不到一公里，距离钟楼有15分钟步行路程，距离大明宫有6.2公里。住宿为客人配备客房服务、24小时前台和旅游行程安排服务。 这家酒店的所有房间均配备电热水壶。每间客房都配备带淋浴设施、免费洗浴用品和吹风机的私人浴室。凡间客栈（西安钟楼回民街店)的客房配有平板电视和拖鞋。...
西安城市中心 MOXY 酒店,"新城区, 西安",5.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/475563315.jpg?k=02cae868d4ffb74302ef133da1f51dd867f2fb6ed6003dfb947fd63fa27c4aa5&o=,暂无介绍
7天酒店·安康巴山东路安运司店,安康,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253436423.jpg?k=bc2f54ff93047acddbf7fb9e86e856a4a6863c573f98ef27917d5855e062ac56&o=,7天酒店·安康巴山东路安运司店坐落于安康，配备带免费WiFi的空调客房。 这家酒店的前台可以提供该地区的建议。
西安高新西北工业大学地铁站亚朵X酒店,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/479108596.jpg?k=f8ab179cec8ebd6d228cbbd5925ae5ba2eb115a33a97b3ac42b20f062d7aedac&o=,西安高新西北工业大学地铁站亚朵X酒店位于西安，距离鼓楼有5.2公里，享有市景。这家住宿提供的设施包括24小时前台、礼宾服务以及免费WiFi。酒店配有家庭间。 所有房间均配备空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的所有客房都配备床上用品和毛巾。...
鸿胪客栈-西安钟鼓楼回民街店,"碑林区, 西安",8.7,78条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/495055660.jpg?k=7ca6e3f96b6cd4c88a6f739aa0eb96dfde3132c37e11f07bae8d6e11c984eacb&o=,暂无介绍
西安阳光国际大酒店 ,"新城区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/63908672.jpg?k=a93440131d7017b15eab9b6a2dbdc6855a5218bca23473d78f198f127a71fd73&o=,西安阳光国际大酒店地理位置优越，距离西安火车站500米，距离机场快线巴士站300米，提供健身中心。所有客房均提供免费WiFi。客人可以使用免费内部私人停车场以及功能区。 西安阳光国际大酒店距离五路口站（1号线）有6分钟步行路程，距离鼓楼和回民街有15分钟车程，距离万达广场和民生百货均有5分钟步行路程，距离西安城墙永宁门约有9分钟车程，距离西安咸阳国际机场有45分钟车程。...
锦江之星安康高新运动公园酒店,安康,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/117211425.jpg?k=89a30e295a6b7ad88a3c0e5b861894426a617258c34c47c9e793c639ac1afd78&o=,锦江之星安康高新运动公园酒店位于安康，设有内部餐厅。 每间客房均设有平板电视、水壶和私人浴室，提供拖鞋、免费洗浴用品和吹风机。 酒店设有24小时前台。
7天连锁酒店- 西安西稍门劳动路地铁站店,"莲湖区, 西安",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/60997986.jpg?k=4d69c4b0fb2fd45ddecda1664d3fa454f3dbabd223c262af9eec850cb018e468&o=,7天连锁酒店-西安西稍门劳动路地铁站店位于西安的莲湖区，提供带有线频道电视的空调客房。这家酒店提供免费WiFi，距离鼓楼约有5.7公里，距离钟楼有6公里。这家酒店距离大雁塔有10公里，距离秦始皇兵马俑博物馆有28公里。 这家酒店距离西安城墙有6.3公里，距离大明宫有10公里。最近的机场是西安咸阳国际机场，距离7天连锁酒店-西安西稍门劳动路地铁站店有36公里。
西安lyf大雁塔共享公寓酒店(大雁塔大唐不夜城店),"雁塔区, 西安",9.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/369760427.jpg?k=373cbb7ba56892cce6fa899ecb75c4e39bf2d2b20f307cf686b07ec2806c6ecc&o=,暂无介绍
【路客】西安市长安区·大雁塔·路客精品公寓·00142170,长安区,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216001372.jpg?k=6fafc8710c8f4d4aba74a3186cf3a0f0d2153908723971e132a58b3eb01efea1&o=,暂无介绍
西安临潼悦椿温泉酒店（9号线芷阳广场D出口步行300米）,临潼,8.6,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/400712268.jpg?k=ff841160ba26fb8a435c9ab3ad8499093d6317d9d04ef90fa2960d06814c2b90&o=,西安临潼悦椿温泉酒店是一家现代化的酒店，拥有唐代装饰，距离华清御汤温泉仅有5分钟车程。该酒店将中国传统建筑元素与城市风格的建筑相结合，为客人提供令人耳目一新的spa护理、健身中心、6个卡拉OK室、7个麻将室以及6个用餐场所。酒店各处均提供免费WiFi。...
贝壳汉中市高铁站人民路酒店,汉中,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/122555501.jpg?k=45031f9e461a4b76caf03e26f683a7a07bb8a590279239a5320391a96a85d80a&o=,暂无介绍
西安海荣JW万豪酒店,"未央区, 西安",7.5,8条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/452100598.jpg?k=6a6e4614512f65e7831195b23167c1530db26c10cd1b45ff07e7d75370347501&o=,暂无介绍
【路客】西安市碑林区·西安交大旁·路客精品民宿00185670,"碑林区, 西安",1.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216151158.jpg?k=0865151401044c420718c2bd72e2efc43b8c48fdeb1ea85917875659ea5fe6d0&o=,暂无介绍
麗枫酒店·西安文景路店,"未央区, 西安",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/250909551.jpg?k=f63743b56c91b7dc72546eae65d70cfcb4e2b07877e4f6b8e4bf12dfdb36337b&o=,麗枫酒店·西安文景路店位于西安，距离西安城墙有3.9公里，提供带免费WiFi的空调客房。这家酒店位置便利，坐落于未央区，距离大明宫有18分钟步行路程，距离鼓楼有6.6公里。这家酒店距离秦始皇兵马俑博物馆有26公里，距离华清池有32公里。 这家酒店的24小时前台工作人员可为客人提供建议。...
格林豪泰西安高陵区泾渭工业园快捷酒店,西安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/277225654.jpg?k=28b85c056345374d72bb3293f1d13480c2d5ea63e763e0666b043ea6dba391f4&o=,暂无介绍
西安浐灞国际会展中心亚朵酒店,"未央区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/354851346.jpg?k=a422914865f232b9d3ae43ff55a9fe96e5d2e1efc92322493ecc623e4a573a48&o=,暂无介绍
西安中建馨乐庭高新公寓酒店,"雁塔区, 西安",9.2,47条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/137856315.jpg?k=2b722b8eba486829d44bcafb6305127915dbdcb1ffb70a262acc5992c10e921d&o=,暂无介绍
骏怡轻居榆林榆阳区新楼店,榆林,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/255360224.jpg?k=2cd125735652acfef8cf475396427065434c8266e37277e63d10f10d751e6d19&o=,暂无介绍
【加州时光】回民街/钟楼/两居室 ,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/345559028.jpg?k=43d897784657a19517205e523a838d8cf2599b97238063e24bd294c51dc6c8e1&o=,暂无介绍
如家快捷子午大道智慧城区政府店,长安区,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/112746687.jpg?k=1ce338b7ac0a73c934a6ec5563ea252fab68e2c5636ec62ca27470a11721dbfe&o=,如家快捷子午大道智慧城区政府店坐落于长安区，配备客房，距离大雁塔有不到11公里，距离鼓楼有14公里。这家住宿提供的设施包括餐厅、24小时前台、行李寄存处以及免费WiFi。这家酒店距离大明宫有21公里，距离秦始皇兵马俑博物馆有38公里。 房间均配有空调、带有线频道的平板电视、电热水壶、淋浴设施、吹风机和书桌。客房提供配备拖鞋的私人浴室。这家酒店的部分房间也配备休息区。...
西安咸阳国际机场一米阳光酒店,咸阳,4.9,7条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/159626372.jpg?k=d6a84276c4d164c6fcb55617e7412d89ef30a936e12d817a19aacaaad416ea69&o=,暂无介绍
忆宿,"碑林区, 西安",9.0,6条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/255337025.jpg?k=868597330e695dd2e55640e82318f0567664c8ea9fbed753754f0acc57c640b1&o=,忆宿位置便利，位于西安中心，提供空调客房、花园、免费WiFi和露台。这家住宿距离鼓楼有4分钟步行路程，距离钟楼有600米，距离西安城墙有3.7公里。住宿为客人配备客房服务和24小时前台。 这家旅馆的每间客房都配有书桌。忆宿的部分客房提供配有淋浴设施和免费洗浴用品的私人浴室，还享有市景。这家住宿的每间客房都配备床上用品和毛巾。...
西安高新美居酒店 ,"雁塔区, 西安",8.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/225402498.jpg?k=43c5171cdbc788c09b879fab091f74a9eed81f08796f397c9393cff59276751e&o=,西安高新美居酒店位于西安，拥有健身中心、共用休息室、餐厅和酒吧。这家住宿配有礼宾服务，还为客人提供阳光露台。住宿配备24小时前台、机场交通服务、客房服务以及免费WiFi。 住宿每天早晨供应早餐，提供欧陆式、美式和亚洲风味三种选择。 这家酒店的客人可以在西安及周边地区体验各种活动，如徒步。...
西安经开高铁北站行政中心亚朵X酒店,"未央区, 西安",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/354851195.jpg?k=89d34cb1634cc75ce1f3ad506e97874468f5059918a172f4c0a4482b09e75c7a&o=,暂无介绍
西安大雁塔假日酒店,"雁塔区, 西安",4.8,4条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/246616180.jpg?k=66c390da7d85834d1677a191f23b16dae47e93e149917a1abf46ef1db5539795&o=,西安大雁塔假日酒店位置便利，位于南二环路，距离西安咸阳国际机场40公里，可方便前往市区其他地区，方便搭乘地铁或出租车。 西安大雁塔假日酒店距离长安大学和大雁塔北广场有10分钟步行路程，距离体育场站（2号线）有10分钟步行路程，距离鼓楼和回民街有3站地铁车程，距离著名的永兴坊有20分钟的出租车车程。...
安康文昌路亚朵酒店,安康,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/235837251.jpg?k=d6e4aa5ccdb74141b05446317596b4ddfc82143dc566c9e164129bb17e684420&o=,安康文昌路亚朵酒店位于安康，配备住宿。 这家酒店的所有客房均配备电视。安康文昌路亚朵酒店的客房提供空调和私人浴室。 这家住宿的前台工作人员可随时为客人提供信息。
锦江之星 - 宝鸡行政中心店,宝鸡,7.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/3024573.jpg?k=d6fe978af281c1caffa75c337f9b62125ac94de3e4e24718cb82c00c013109ea&o=,锦江之星 - 宝鸡行政中心店提供靠近政府办公楼的住宿，邻近高速公路出口，方便客人轻松前往交通设施，还提供免费房内网络连接。 锦江之星 - 宝鸡行政中心店的客房以希腊风格装潢。每间客房均配有电视、电烧水壶和电话。私人浴室配有热水/冷水淋浴。 客人可以使用行李寄存设施和保险箱。酒店设有24小时前台和商务设施。 咖啡馆供应自助早餐。酒店还配有咖啡机。
西安樂客民宿(钟楼永宁门地铁站店),"碑林区, 西安",7.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/415874418.jpg?k=1463423d9dbda53f542dce51cb1cf945dd1d1a0edfafcbfa688d7ec648c24eb7&o=,暂无介绍
宝鸡海棠假日酒店,宝鸡,9.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/264935051.jpg?k=d7741cda3e218e313c9dd3a6616f1f2b9c8dd293cba6d774a3c3ca96349100bb&o=,宝鸡海棠假日酒店坐落于陕西的宝鸡，距离宝鸡火车站有8公里。客人可以在餐厅享用美式风味和亚洲风味菜肴，或在酒吧饮用鸡尾酒。 这家酒店提供美式或亚洲风味早餐。 前台工作人员会讲英语和中文，可随时为客人提供帮助。 最近的机场是西安咸阳国际机场，距离宝鸡海棠假日酒店有169公里。
7天优品·西安小寨地铁站金莎店,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/60310877.jpg?k=e3b4ebe4ce94a56ec3398c646ce7e8a53e6a9f03982e2abd0fc5c2f0fb407072&o=,7天优品·西安小寨地铁站金莎店仅接待中国大陆客人入住，提供简易住宿。酒店覆盖免费WiFi。 酒店距离地铁2号线小寨地铁站有10分钟步行路程，距离大雁塔有10分钟车程，距离西安火车站有20分钟车程，距离西安咸阳国际机场有50分钟车程。 酒店房间均配有空调电视。私人浴室带淋浴，提供毛巾。 酒店设有24小时前台，提供行李寄存服务。酒店大堂配有一台公用电脑。 酒店提供早餐，酒店步行范围内有众多美食选择。
西安大学城亚朵轻居酒店,西安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/110972553.jpg?k=06dc699b7b735e5b571cb46aac89449f872d8b33182b049ef00443851b6fea46&o=,西安大学城亚朵轻居酒店位于陕西省西安市，距离大雁塔8公里，提供烧烤设施、健身中心和内部餐厅。 客房配有带卫星频道的平板电视、咖啡机、热水壶、私人浴室以及额外的拖鞋和免费洗浴用品。西安大学城亚朵轻居酒店还提供覆盖各处的免费WiFi。 酒店也配有24小时前台。 西安大学城亚朵轻居酒店距离钟楼和回民街12公里，距离西安咸阳国际机场35公里。
维也纳国际酒店西安高新科技路店,"雁塔区, 西安",9.0,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/313061175.jpg?k=62c1bb16e2c4e12c880b1d1cdb1cad6e9a5e8fd77cb249ba3fb427a247e7a627&o=,维也纳国际酒店西安高新科技路店位于西安，提供带空调和私人浴室的客房，距离鼓楼有不到6.8公里，距离钟楼有7.1公里。这家酒店提供免费WiFi，距离大雁塔约有7.2公里，距离西安城墙有10公里。这家酒店距离华清池有39公里，距离兵马俑有48公里。 这家酒店的客房均配有电视。 前台工作人员会讲英语和中文。...
延安新区鲁艺公园亚朵酒店,延安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/323335967.jpg?k=540f9e1cd4696bd3f08f8b8a3a0f671163f016cc0c6ba502f13435b230fe0cb4&o=,延安新区鲁艺公园亚朵酒店提供位于延安的住宿。 这家酒店的前台可提供信息，以帮助客人游览该地区。
兰欧尚品酒店神木大保当镇朝阳街,榆林,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/406514193.jpg?k=5712d6de1ab9e36b0fdc5ff11ebb0cc2c40440ab412df6055c9fa3ef581214d5&o=,暂无介绍
长安·忆设计师民宿(西安钟鼓楼回民街店) ,"莲湖区, 西安",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/497523583.jpg?k=adb870145342eff794feb49f60af849be7f39fbe7f5b3c98e3c430a9fe9957b5&o=,长安·忆设计师民宿(西安钟鼓楼回民街店)距离西安中心700米，距离西安城墙有2.9公里，提供带庭院和空调住宿、花园和露台。 房间提供免费WiFi、洗衣机和电视。 这家家庭式住宿提供热水浴池。 长安·忆设计师民宿(西安钟鼓楼回民街店)距离鼓楼有12分钟步行路程，距离钟楼有1.3公里。最近的机场是西安咸阳国际机场，距离这家住宿有41公里。
西安经开voco酒店,"未央区, 西安",5.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/347551913.jpg?k=652e4d4a55ec91fda5cfceb7a4d6437efcd9a925ae467afd798f1dc45c454fab&o=,暂无介绍
7天酒店·榆林广济大厦店,榆林,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253425094.jpg?k=afde06ff71b5b8c1fc4d5003a57014428ffb343a0a2d4a7d17367e4bfad32b39&o=,7天酒店·榆林广济大厦店坐落于榆林，配备带免费WiFi的空调客房。 这家酒店的前台可以提供该地区的建议。 最近的机场是榆林榆阳机场，距离7天酒店·榆林广济大厦店有20公里。
锦江之星品尚延安枣园路酒店,延安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/145876175.jpg?k=f4893f1cdcad8b7d5636426eff63918c100e0d91aa156d78fc547fe0cbb827b8&o=,锦江之星品尚延安枣园路酒店位于延安，配备住宿。住宿配备免费WiFi和行李寄存处。 这家酒店的所有客房均配有空调和私人浴室。部分客房还享有休息区。 前台工作人员会讲英语和中文，可在客人需要时为其提供当地的信息。
西安环宇维景酒店,"未央区, 西安",9.3,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/433493035.jpg?k=a04257ceede8561b71adcceebcb9f2fcb81c544b5054a01195e9450f51881495&o=,暂无介绍
西安Moxy酒店,"碑林区, 西安",9.9,9条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/465573216.jpg?k=b5310c594d6c61fba57f8462d6cdd247239736e970425293a75f3a586c4ff0ff&o=,暂无介绍
7天酒店延安宝塔山店,延安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253438319.jpg?k=d4f3bd1e01ca603ca4b53712faf51ac98de936298ed6fd3af997d03dd04b156b&o=,7天酒店延安宝塔山店坐落于延安，配备带免费WiFi的空调客房。 这家酒店的前台可以提供该地区的建议。
麗枫酒店·延安宝塔山店,延安,6.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/252698208.jpg?k=b74fea11e10c3621fb87be51494eeb2bc409140941d15238d8635f9039c6f6bd&o=,麗枫酒店·延安宝塔山店位于延安，提供带免费WiFi的空调客房。 这家酒店的前台可提供信息，以帮助客人游览该地区。
如家快捷酒店榆林金沙路店,榆林,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/92735671.jpg?k=4ba106b40d2acd152a071100195c05bb73b03af0709a88d12b9ffdbe749c313b&o=,如家快捷酒店榆林金沙路店位于榆林，提供舒适的客房。 所有客房均配有电视、水壶以及带淋浴的私人浴室，提供拖鞋和免费洗浴用品。 酒店提供24小时前台。 酒店距离榆林榆阳机场有16公里。
西安市碑林区·回民街·路客精品公寓·00174500,"碑林区, 西安",2.5,4条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/165916869.jpg?k=bdcf4c9003be466e2bd4a245d03b608066f942b584d0e0084a068321902151dc&o=,暂无介绍
维也纳国际酒店西安汉城湖店,"未央区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/313062655.jpg?k=dd9fb345c88eb0aaffb5d70c432d6a22f21f9ba231e4320b207cf66b323a5629&o=,维也纳国际酒店西安汉城湖店位于西安，提供客房，设有内部餐厅。 酒店的每间客房均设有空调、平板有线电视、水壶以及带淋浴的私人浴室，提供拖鞋、免费洗浴用品和吹风机。 酒店设有24小时前台。 维也纳国际酒店西安汉城湖店距离大明宫5公里，距离钟楼5公里，距离最近的机场——西安咸阳国际机场21公里。
西安市雁塔区·延平门·路客精品公寓·00135090,"雁塔区, 西安",2.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/165173967.jpg?k=147a2a429e9a20249e7c6546bce1d6b7d9d207e487dc8cab699543bc555c6811&o=,暂无介绍
【路客】西安市莲湖区·开远门·路客精品公寓·00184770,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216149625.jpg?k=16f164833859bb19c9fd09b0a016764b9ca8519187b03ec0766519cbb5c38a3a&o=,【路客】西安市莲湖区·开远门·路客精品公寓·00184770地理位置超棒，位于西安的莲湖区区，距离西安城墙有6.5公里，距离鼓楼有7.6公里，距离钟楼有7.9公里。这家住宿距离大明宫约有10公里，距离大雁塔有12公里，距离秦始皇兵马俑博物馆有29公里。这家酒店提供阳光露台和24小时前台。...
7天酒店·汉中洋县和平路店,汉中,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254526641.jpg?k=10617d29205eaa92f4f6c221fe76ef9591841ff5ecd93c5f9694e5cc463d6f58&o=,7天酒店·汉中洋县和平路店位于汉中，配备免费WiFi以及带空调的客房。 这家酒店的24小时前台工作人员可为客人提供信息。 最近的机场是汉中城固机场，距离7天酒店·汉中洋县和平路店有39公里。
【路客】西安市未央区·大明宫公园·路客精品公寓·00174100,"未央区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216023012.jpg?k=d76115db38dc1bc5f15a54ea459967891e3ea6c9e67b1d1beb7c2f1a83cd1ab6&o=,暂无介绍
【路客】小寨大雁塔曲江地铁口|电视塔|大唐不夜城|朱雀大街|会展中心|大学城,长安区,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/345562466.jpg?k=ff5c3a5e9d2b0c92892884231be73d4fb11ee347b4a27839cbf68de9ab49cf37&o=,【路客】小寨大雁塔曲江地铁口|电视塔|大唐不夜城|朱雀大街|会展中心|大学城坐落于长安区，享有花园景，距离鼓楼有9.3公里，距离钟楼有10公里。住宿距离大雁塔有6.6公里，配备24小时前台。 这家空调4卧室公寓配有休息区、电视以及带冰箱的厨房。这家公寓配备毛巾和床上用品。 这家公寓配备阳光露台和花园。...
西安沣东希尔顿逸林酒店,西安,6.2,4条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/483792974.jpg?k=55297b4d944a11e66700a5510ac80769e6a67434f454e53d52446f02b5f893ae&o=,暂无介绍
西安小寨朱雀大街轻居酒店,"雁塔区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/354851099.jpg?k=20631688a77403ca152a005bff9f97ba52bfe7a14cece31549909577f713c499&o=,西安小寨朱雀大街轻居酒店位置很赞，位于西安的雁塔区区，距离大雁塔有2.8公里，距离鼓楼有5.6公里，距离钟楼有5.9公里。这家住宿距离西安城墙有9公里，距离大明宫有13公里，距离秦始皇兵马俑博物馆有35公里。这家酒店距离陕西历史博物馆有2.3公里，距离碑林有2.7公里。 这家酒店的所有房间均配有休息区和电视。西安小寨朱雀大街轻居酒店的所有客房均拥有空调和书桌。...
锦江之星西安钟楼骡马市酒店,"碑林区, 西安",7.0,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/109269311.jpg?k=6b0fa3ca8cb70dbefa2126bd4cc3ac6d91e4d0806a28f4cf211e154b74475cc2&o=,锦江之星西安钟楼骡马市酒店位于西安，距离回民街500米，距离鼓楼600米，设有内部餐厅。 这家酒店的每间客房均设有空调、平板有线电视、水壶和私人浴室，提供拖鞋、免费洗浴用品和吹风机。 酒店设有24小时前台。 锦江之星西安钟楼骡马市酒店距离钟楼800米，距离西安城墙1公里，距离最近的机场——西安咸阳国际机场28公里。
尚客优酒店陕西宝鸡岐山县周五路店,宝鸡,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/255360166.jpg?k=70709fb5becbc37c91fc5c66ec9f583313a8409e339b56ccd32eb53e385842f7&o=,暂无介绍
西安古城花园大宅,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/112957095.jpg?k=f8a3d54cad6ca64777b26400dc2c0b49ab4d59f37cb00f14dab80b4caf7e31d8&o=,西安古城花园大宅坐落于西安中心，享有花园景，配有免费自行车、健身中心和花园。这家空调住宿距离西安城墙有3.3公里，为客人提供免费WiFi，内部提供私人停车位。 这家公寓提供露台，享有市景，拥有4间卧室、起居室、平板电视、带冰箱和烤箱的设施齐全的厨房以及2间带淋浴设施的浴室。2间浴室提供免费洗浴用品。 这家公寓的24小时前台工作人员可为客人提供信息。...
锦江之星风尚西安高铁站凤城七路酒店,"未央区, 西安",9.0,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/122459504.jpg?k=438ae83ecc83c799be576ad8ff8112bf118fba1a8eb8cbaf5e08c837ec15fe9d&o=,锦江之星风尚西安高铁站凤城七路酒店位于西安，内设餐厅。 这家酒店的每间客房均配有空调、平板有线电视、水壶、私人浴室以及拖鞋和免费洗浴用品。 酒店设有24小时前台。 锦江之星风尚西安高铁站凤城七路酒店距离大明宫6公里，而距离钟楼8公里，距离西安咸阳国际机场20公里。
慢拾光公寓,临潼,8.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/259840454.jpg?k=44b32fb467efd87a0479fda0d8850ef4d258101540b041605de2c8c04fad5842&o=,暂无介绍
延安枣园亚朵酒店,延安,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/206604760.jpg?k=6347e8afa18d9bc8559fcc05713f499d746f16e8eca64283d1f01c4063187943&o=,延安枣园亚朵酒店位于延安，配有健身中心、餐厅、酒吧以及免费WiFi。住宿为客人提供客房服务和24小时前台。 这家酒店的每间客房都拥有空调和电视。
西安古城青年旅舍,"莲湖区, 西安",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/56191721.jpg?k=6b3189805fae7499160e92ffce4a550f32d4fe4720d83179eacf8e79854e4b41&o=,西安古城青年旅舍提供简约客房，所有区域覆盖免费无线网络连接，公共区享有中国传统特色装饰。旅游咨询台可安排一日游和票务服务。 西安古城青年旅舍距离明城墙有4分钟步行路程，距离回民街有8分钟步行路程，距离钟楼和鼓楼有12分钟步行路程，距离西安火车站3公里，距离西安咸阳国际机场约有1小时车程。...
